,smiles,mol_id,toxic
4278,CCCCCCCCCCCC[n+]1ccc2ccccc2c1,TOX26858,1
4279,CCCC(=O)Cl,TOX4710,0
4280,CCCCCCCCCl,TOX1543,1
4281,Oc1ccccc1Cl,TOX1544,0
4283,O=C(O)CCCl,TOX1546,0
4285,COc1ccc(OC)c(C(O)CNC(=O)CN)c1,TOX27493,0
4286,CSc1cnccn1,TOX27491,0
4287,C=CC(C)(CCC=C(C)C)OC(=O)C(C)C,TOX27490,0
4288,CCCCCCCCCCOC(=O)c1ccccc1C(=O)OCCCCCCCC,TOX27497,0
4289,CC(C)OC=O,TOX7258,1
4290,N#Cc1cccc(C#N)c1,TOX7259,0
4291,CCOC(=O)/C=C/C(=O)OCC,TOX7253,1
4293,c1ccc(Cc2ccccc2)cc1,TOX21891,0
4294,C[C@H]1CNCCc2ccc(Cl)cc21,TOX28585,0
4295,Cc1nnc(C(=O)NC(C)(C)c2nc(C(=O)NCc3ccc(F)cc3)c(O)c(=O)n2C)o1,TOX28586,0
4297,CCC(C)OC(=O)c1ccc(O)cc1,TOX24607,1
4298,Cc1ccc(NC(=O)N(C)C)cc1NC(=O)N(C)C,TOX24606,0
4299,[O-][n+]1ccccc1SSc1cccc[n+]1[O-],TOX21897,1
4300,C=COCC1CCC(COC=C)CC1,TOX24604,0
4301,N#Cc1c(F)cccc1F,TOX24609,0
4303,S=C=S,TOX3947,0
4307,CC(C(=O)O)c1ccc(/C=C2\CCCCC2=O)cc1,TOX28721,1
4309,CC[N+](CC)(CC)CCOC(=O)C(C1CCCC1)C1CCCC1,TOX28723,0
4311,CCOC(=O)c1ccc(OCCN2C[C@H](O)[C@@H](O)[C@H](O)[C@H]2CO)cc1,TOX28725,0
4313,Cc1ccc(/C=N/n2c(-c3ccccc3)csc2=S)cc1,TOX28727,1
4314,CN(CCCN1c2ccccc2CCc2ccccc21)CC(=O)c1ccc(Cl)cc1,TOX27809,1
4316,NC[C@@H]1O[C@H](O[C@@H]2[C@@H](CO)O[C@@H](O[C@@H]3[C@@H](O)[C@H](N)C[C@H](N)[C@H]3O[C@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3N)[C@@H]2O)[C@H](N)[C@@H](O)[C@@H]1O,TOX27806,1
4317,Clc1ccc(C(Cl)(Cl)Cl)cn1,TOX8967,1
4319,c1ccc(P(c2ccccc2)c2ccccc2)cc1,TOX6251,1
4320,c1ccc(OP(Oc2ccccc2)Oc2ccccc2)cc1,TOX6252,0
4321,CC(CCl)OP(=O)(OC(C)CCl)OC(C)CCl,TOX6259,0
4322,ClCCOP(OCCCl)OCCCl,TOX6258,0
4323,CCOC(=O)OCC,TOX5041,0
4324,CCN(C(=O)N(CC)c1ccccc1)c1ccccc1,TOX5040,1
4325,C=CC(=O)OCCOCCOC(=O)C=C,TOX5045,1
4326,CCOCCOCCOCC,TOX5047,1
4327,CCOP(=S)(OCC)SCCSCC,TOX2018,0
4328,COCCOCCO,TOX5049,0
4329,C1CN2CCN1CC2,TOX2016,0
4330,COc1ccc(OC)cc1,TOX2014,0
4331,CCCCCCCC/C=C\CCCCCCCCO,TOX2010,0
4333,ClC(Cl)(Cl)Br,TOX3930,0
4334,CC(C)(C)NC[C@H](O)COc1cccc2c1CCCC2=O,TOX777,0
4335,CC(C(=O)O)c1cccc(C(=O)c2ccccc2)c1,TOX771,0
4336,C[C@H](CCC(=O)O)[C@H]1CC[C@H]2[C@@H]3CC[C@@H]4C[C@H](O)CC[C@]4(C)[C@H]3CC[C@@]21C,TOX779,1
4337,C=C(C)[C@H]1CC=C(C)CC1,TOX778,0
4339,O=C(O)Cc1sc(-c2ccccc2)nc1-c1ccc(Cl)cc1,TOX3050,1
4340,CC(C)=CCC1C(=O)N(c2ccccc2)N(c2ccccc2)C1=O,TOX3051,1
4341,O=c1[nH]c(=O)n([C@H]2C[C@H](O)[C@@H](CO)O2)cc1F,TOX3057,1
4342,O=CC1CC=CCC1,TOX6661,0
4343,CS(=O)(=O)c1ccc(C(=O)C2C(=O)CCCC2=O)c([N+](=O)[O-])c1,TOX12424,1
4344,CC1=C(/C=C/C(C)=C/C=C\C(C)=C\C(=O)O)C(C)(C)CCC1,TOX1239,1
4345,SCc1ccccc1,TOX6664,1
4346,N#Cc1cccnc1,TOX6665,1
4348,CCC1(CC)C(=O)C=CNC1=O,TOX25262,0
4349,O=C(OCC(COC(=O)c1ccccc1)(COC(=O)c1ccccc1)COC(=O)c1ccccc1)c1ccccc1,TOX4608,1
4350,COc1c2occc2c(OC)c2c(=O)cc(C)oc12,TOX25267,1
4351,Nc1ccc(S(=O)(=O)Nc2ccc(Cl)nn2)cc1,TOX25265,0
4353,O=CC=O,TOX5364,1
4354,CC1CCC(C(C)C)C(O)C1,TOX805,0
4355,CN(C)CCOC(C)(c1ccccc1)c1ccccn1.O=C(O)CCC(=O)O,TOX552,1
4356,Sc1nc2ccccc2s1,TOX807,1
4357,NCCc1ccc(O)c(O)c1,TOX2420,1
4359,Cc1cnc(NC(=O)C2=C(O)c3ccccc3S(=O)(=O)N2C)s1,TOX803,1
4360,Nc1nc(N)nc(N)n1,TOX802,0
4361,CC[C@H]1CN2CCc3cc(OC)c(OC)cc3[C@@H]2C[C@@H]1C[C@H]1NCCc2cc(OC)c(OC)cc21,TOX2980,1
4362,O=S(=O)([O-])CCS,TOX809,0
4367,Cc1c(I)c(=O)n(-c2ccccc2)n1C,TOX26047,0
4368,CCC(C(N)=O)N1CCCC1=O,TOX26510,1
4369,CC(=O)N[C@@H](Cc1ccc(O)cc1)C(=O)O,TOX26045,0
4371,CC(=O)c1ccc2ccc3ccccc3c2c1,TOX29099,1
4372,Nc1ccc(NCCO)c([N+](=O)[O-])c1,TOX1236,1
4378,CCCCCCCCCCCCCCCCCCCl,TOX7536,0
4379,O=C(CC(C(=O)OC1CCCCC1)S(=O)(=O)[O-])OC1CCCCC1,TOX7826,0
4381,CC(C)(C)C(=O)C(Cl)Cl,TOX7822,0
4383,CCCCCCC(CCCCCCCCCCC(=O)OCC(COC(C)=O)OC(C)=O)OC(C)=O,TOX27394,0
4386,C=CC(C)(CCC=C(C)C)OC=O,TOX27642,0
4387,Cc1nc(-c2ccccn2)ncc1C(=O)Nn1cc(C)c2cc(F)ccc21,TOX27391,1
4389,CC1C(C)(C)C2=C(C(=O)CCC2)C1(C)C,TOX27399,0
4390,CC(=O)OCCCc1ccccc1,TOX27648,0
4392,Oc1ccc(Cl)c2c1CCC2,TOX21774,1
4394,O=C(NC(=O)c1c(F)cccc1F)Nc1cc(Cl)c(Oc2ncc(C(F)(F)F)cc2Cl)c(Cl)c1,TOX21772,1
4395,CC(C)OC(=O)C(O)(c1ccc(Cl)cc1)c1ccc(Cl)cc1,TOX21778,1
4396,OC[C@H](O)[C@@H](O)[C@H](O[C@@H]1O[C@H](CO)[C@H](O)[C@H](O)[C@H]1O)[C@H](O)CO,TOX24247,1
4398,CC1(C)O[C@@H]2CO[C@@]3(COS(N)(=O)=O)OC(C)(C)O[C@H]3[C@@H]2O1,TOX3688,0
4400,F[B-](F)(F)F,TOX1477,0
4404,C[N+]12CCC(CC1)C(OC(=O)C(O)(c1ccccc1)c1ccccc1)C2,TOX2835,0
4405,Oc1c(I)cc(Cl)c2cccnc12,TOX2837,1
4408,O=C(Nc1cccc(C(F)(F)F)c1)c1cc(Br)cc(Br)c1O,TOX21985,1
4409,COc1cc(C(=O)NCCCCCC(=O)O)cc(OC)c1OC,TOX25695,0
4411,C=C(Cl)CSC(=S)N(CC)CC,TOX1289,1
4412,OC[C@H]1O[C@H](O[C@]2(CO)O[C@H](CO)[C@@H](O)[C@@H]2O)[C@H](O)[C@@H](O)[C@@H]1O,TOX1288,0
4413,O=S(=O)([O-])[S-],TOX9703,0
4414,CC(=O)NS(=O)(=O)c1ccc(N)cc1,TOX6060,0
4415,C=C1C(C)(C)[C@@]2(Cl)C(Cl)[C@]1(Cl)C(Cl)(Cl)C2(Cl)Cl,TOX1283,1
4416,CN(N=O)C(=O)N[C@H]1[C@@H](O)O[C@H](CO)[C@@H](O)[C@@H]1O,TOX1282,0
4417,O=C1CCC(=O)O1,TOX1287,0
4418,c1ccc(C2CO2)cc1,TOX1286,0
4419,Nc1ccc(S(=O)(=O)Nc2nccs2)cc1,TOX6068,1
4420,C=Cc1ccccc1,TOX1284,0
4421,Cc1cc(=O)oc2cc(O)ccc12,TOX5670,1
4422,C=CC(C)=O,TOX5671,0
4424,CCCCC(CC)COC(=O)CC(C(=O)OCC(CC)CCCC)S(=O)(=O)[O-],TOX2959,1
4425,CCCCCCOc1ccccc1C(N)=O,TOX25899,1
4426,CC(=O)Nc1ccc(S(=O)(=O)Nc2ccc([N+](=O)[O-])cc2)cc1,TOX25898,1
4427,CC[C@@H](C(=O)[C@@H](C)[C@@H](O)[C@H](C)CCc1ccc(C)c(O)c1C(=O)[O-])[C@H]1O[C@](CC)([C@H]2CC[C@](O)(CC)[C@H](C)O2)C[C@@H]1C,TOX25895,1
4428,O=C1C(O)=C(O)C(=O)C(O)=C1O,TOX25897,0
4432,COc1ccc(-c2cc(=O)c3c(O)cc(O[C@@H]4O[C@H](CO[C@@H]5O[C@@H](C)[C@H](O)[C@@H](O)[C@H]5O)[C@@H](O)[C@H](O)[C@H]4O)cc3o2)cc1O,TOX25892,1
4433,CCc1cccc(O)c1,TOX2480,0
4434,O=C(c1ccccc1)c1ccc(O)cc1,TOX16684,1
4435,Oc1ccc(C(=C(Cl)Cl)c2ccc(O)cc2)cc1,TOX2485,1
4436,O=C(O)/C=C/c1ccccc1,TOX2489,0
4437,O=C(NCCN1CCOCC1)c1ccc(Cl)cc1,TOX20554,1
4439,CCc1cccc(CC)c1NC(=O)CN(CC(=O)O)CC(=O)O,TOX25492,0
4443,CCC(=O)O[C@H]1CC[C@H]2[C@@H]3CCc4cc(O)ccc4[C@H]3CC[C@]12C,TOX28911,1
4444,O=C(O)c1cc2ccccc2c(Cc2c(O)c(C(=O)O)cc3ccccc23)c1O,TOX28910,1
4446,CCCC1([C@H](O)C/C=C/[C@H]2[C@H](O)CC(=O)[C@@H]2CCCCCCC(=O)OC)CCC1,TOX28919,1
4447,CSCC[C@H](NC(=O)[C@H](Cc1c[nH]c2ccccc12)NC(=O)CCNC(=O)OC(C)(C)C)C(=O)N[C@@H](CC(=O)O)C(=O)N[C@@H](Cc1ccccc1)C(N)=O,TOX28918,0
4451,CC(C)(C)c1ccc(CN2CCN(C(c3ccccc3)c3ccc(Cl)cc3)CC2)cc1,TOX25091,1
4452,OC(CCN1CCCCC1)(c1ccccc1)c1ccccc1,TOX25090,1
4453,O=C(O)CCc1nc2ccccc2[nH]1,TOX25093,0
4457,C[C@@H]1O[C@@H](O[C@@H]2C=C3CC[C@@H]4[C@H](CC[C@]5(C)[C@@H](c6ccc(=O)oc6)CC[C@]45O)[C@@]3(C)CC2)[C@H](O)[C@H](O)[C@H]1O,TOX3532,1
4458,CC(O)Cn1cnc2c1c(=O)n(C)c(=O)n2C,TOX3536,0
4459,O=NN(CCO)CCO,TOX1027,0
4460,CCCCN(CCCC)N=O,TOX1026,0
4461,C#CC1(O)CCCCC1,TOX1757,0
4462,Nc1cccc2c(O)nnc(O)c12,TOX4504,0
4464,CC(=O)CN(CC(C)=O)N=O,TOX1022,0
4465,Cc1ccc2nc(-c3ccc(N)cc3)sc2c1S(=O)(=O)O,TOX4501,1
4466,CC(=O)C(C)(C)C,TOX1752,0
4467,CN(C)S(=O)(=O)N(SC(F)(Cl)Cl)c1ccccc1,TOX21851,1
4468,CC(C)CO,TOX1759,0
4473,Oc1cc(Cl)c(Cl)c(Cl)c1Cl,TOX2220,1
4476,Cc1cc(OCCOCC[N+](C)(C)Cc2ccccc2)ccc1C(C)(C)CC(C)(C)C,TOX15708,1
4478,Nc1cc(C(=O)O)ccc1Cl,TOX24414,0
4479,COc1ccccc1OCC(O)COC(N)=O,TOX3286,0
4485,CCCC/C=C\CCCCCCCCCC=O,TOX12303,1
4487,CCC1(CC)C(=O)N=C([O-])NC1=O,TOX128,0
4489,COP(=S)(OC)SCn1nnc2ccccc2c1=O,TOX122,1
4490,c1ccc(N=Nc2ccccc2)cc1,TOX123,1
4491,CC1=C(C(=O)OC(C)C)C(c2cccc([N+](=O)[O-])c2)C(C(=O)OC2CN(C(c3ccccc3)c3ccccc3)C2)=C(N)N1,TOX120,1
4492,[N-]=[N+]=[N-],TOX121,0
4493,Cc1cn([C@H]2C[C@H](N=[N+]=[N-])[C@@H](CO)O2)c(=O)[nH]c1=O,TOX127,1
4494,C/C(=C\c1ccccc1)[N+](=O)[O-],TOX21188,1
4496,N#CCc1ccc(Cl)cc1Cl,TOX21185,0
4499,Cc1cc(O)c(C(C)C)cc1Cl,TOX21547,1
4500,O=c1[nH]c2ccc(Cl)cc2o1,TOX21545,1
4501,CC1CC(=O)NN=C1c1ccc(NCC(C)(C)NCC(O)COc2cc(Cl)ccc2C#N)cc1,TOX28671,1
4502,CC(C)CCC(=O)CCC(C)C,TOX21541,1
4503,O=C(O)COc1ccccc1,TOX5873,0
4506,CC(C)=CCC1=C(O)C(=O)c2ccccc2C1=O,TOX29390,1
4507,O=C1c2ccccc2Cc2ccccc21,TOX29391,1
4508,C#CCOc1ccc2c(C)cc(=O)oc2c1,TOX25699,1
4509,Cc1cc(C)c(NC(=O)CN(CC(=O)O)CC(=O)O)c(C)c1Br,TOX26891,0
4512,CC(C)(O)CCC(C)(C)O,TOX6830,0
4513,CCCCCCCCCCCCCC(=O)OC(C)C,TOX6838,0
4514,CC(=O)OC1CCCCC1C(C)(C)C,TOX16105,0
4515,Cc1oncc1C(=O)Nc1ccc(C(F)(F)F)cc1,TOX3201,1
4516,Cc1c(OCC(F)(F)F)ccnc1CS(=O)c1nc2ccccc2[nH]1,TOX3200,1
4525,O=C1C(=Cc2cccs2)CCCC1=Cc1cccs1,TOX26254,1
4526,C(=Cc1ccncc1)c1ccccc1,TOX26255,1
4528,CNC(=O)Oc1ccccc1C(=O)Nc1ccccc1,TOX26253,1
4531,CCCCCCCCCCCC(=O)N(C)CC(=O)O,TOX22011,1
4532,ON=CC=NO,TOX22014,0
4533,CC(Oc1ccc(Oc2ncc(C(F)(F)F)cc2Cl)cc1)C(=O)O,TOX22019,1
4535,CCOc1ccc2[nH]cc(C(=O)NCc3ccccc3)c(=O)c2n1,TOX27254,1
4536,c1ccc(C(O[C@@H]2CCCN(CCc3ccc4c(c3)OCO4)C2)c2ccccc2)cc1,TOX27257,1
4538,CCc1nn(C2CCCCC2)c2cc([C@]3(C#N)CC[C@@H](C(=O)O)CC3)ccc12,TOX27253,1
4540,Clc1cc(Cl)c2c(c1)N=C1CCCCCN1C2,TOX27259,1
4541,CN(C(=O)Cc1cccc2occc12)[C@H]1CC[C@@]2(CCCO2)C[C@@H]1N1CCCC1,TOX27258,0
4542,CCCCCCCCCCCCCCCCn1cc[n+](C)c1,TOX27899,1
4543,CCCCCc1ccc(N)cc1,TOX20707,1
4544,O=C(O)c1cc(-c2ccccc2)nc2ccccc12,TOX20705,1
4545,Cc1ccc(Cl)cc1Cl,TOX20702,0
4546,CC(C)(C)c1ccc(C(=O)O)cc1,TOX20703,0
4547,CO[Si](OC)(OC)c1ccccc1,TOX20700,0
4549,CCCCCCc1ccc(N)cc1,TOX20708,1
4550,O=C(O)C1C2CCC(O2)C1C(=O)O,TOX4081,1
4551,CCOP(=S)(OCC)SCSP(=S)(OCC)OCC,TOX4086,1
4552,CCOCCO,TOX4087,0
4553,O=P(O)(O)CCCl,TOX4085,0
4554,O=P(OCCCl)(OCCCl)OCCCl,TOX1411,0
4555,CCCCC(CC)COP(=O)(OCC(CC)CCCC)OCC(CC)CCCC,TOX1414,1
4556,O=Cc1ccc(CO)o1,TOX10428,0
4557,O=c1cc(-c2ccccc2)oc2ccc3ccccc3c12,TOX10423,1
4558,N#CC(Cl)Cl,TOX1562,1
4559,Oc1cc(O)c(Cl)cc1Cl,TOX1563,1
4560,NC(=O)C(Cl)Cl,TOX1561,0
4563,COC(=O)c1ccc(C(=O)OC)c(C(=O)OC)c1,TOX24620,0
4564,C=CC(=O)OCCCCO,TOX24623,1
4565,CCOC(=O)/C=C(/C)O[AlH3](OC(C)CC)OC(C)CC,TOX24622,0
4566,O=CN(CCO)CCO,TOX24625,0
4567,C=CC(=O)OCCCCCCCC,TOX24624,0
4568,On1nnc2ccccc21,TOX24627,0
4569,O=c1n(CCCN2CCN(c3cccc(Cl)c3)CC2)nc2ccccn12,TOX24626,1
4570,O=C(COCCOCCOCC(=O)Nc1c(I)cc(I)c(C(=O)O)c1I)Nc1c(I)cc(I)c(C(=O)O)c1I,TOX28708,0
4571,O=C(O)Cc1cccc(-c2cc(CCCCCCc3ccc(O[C@H]4O[C@H](CO)[C@@H](O)[C@H](O)[C@@H]4O)c(-c4cccc(CC(=O)O)c4)c3)ccc2O[C@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@@H]2O)c1,TOX28709,0
4572,Cc1ccccc1C(=O)Nc1ccc(C(=O)N2CCCC(O)c3cc(Cl)ccc32)c(C)c1,TOX28706,1
4573,C[N+]1(CC2COC(c3ccccc3)(c3ccccc3)O2)CCCCC1,TOX28707,0
4576,O=C(CCC1CCN(Cc2ccccc2)CC1)c1ccc2c(c1)NCCCC2,TOX28702,1
4577,CCCCNc1ccc(C(=O)OCC[NH+](CC)CC)cc1,TOX28703,1
4579,Cc1cccc(C)c1N(CCCc1cccnc1)C(=O)C(C)N,TOX28701,1
4580,CCc1ccc(C(=O)C(C)CN2CCCCC2)cc1,TOX27822,1
4582,NC1CCN(c2nc3c(cc2F)c(=O)c(C(=O)O)cn3-c2ccc(F)cc2F)C1,TOX27820,1
4583,CCOC(=O)C1(c2ccccc2)CCN(CCC(C#N)(c2ccccc2)c2ccccc2)CC1,TOX27821,1
4584,C#CCN[C@@H]1CCc2ccccc21,TOX27826,0
4585,Nc1ccn([C@@H]2O[C@H](CO)[C@@H](O)C2(F)F)c(=O)n1,TOX27827,1
4586,Cc1ncc2n1-c1ccc(Cl)cc1C(c1ccccc1F)=NC2,TOX27824,1
4589,CC(=O)c1ccc2c(c1)N(CCCN1CCN(CCO)CC1)c1ccccc1S2,TOX27829,1
4590,CN(C)C,TOX6238,0
4591,CCCC(=O)c1cc(O)c(O)cc1O,TOX6232,1
4592,Oc1cccc2cc3cccc(O)c3c(O)c12,TOX6231,1
4594,O=C(O)c1ccc2c(c1)C(=O)OC2=O,TOX6235,0
4596,C1=CC2C3C=CC(C3)C2C1,TOX5023,0
4597,O=C(OC1CCCCC1)c1ccccc1C(=O)OC1CCCCC1,TOX5021,1
4598,CC1(C)[C@H]2CC[C@]1(C)[C@H](O)C2,TOX2035,0
4599,C=CC(N)=O,TOX27,0
4601,O=C(O)c1cc(Oc2ccc(C(F)(F)F)cc2Cl)ccc1[N+](=O)[O-],TOX22,1
4602,C=CC=O,TOX23,1
4603,CC(=O)Nc1ccc(CC(=O)O)cc1,TOX20,0
4605,C=CC#N,TOX29,0
4606,c1ccc(NNc2ccccc2)cc1,TOX710,1
4607,NS(=O)(=O)c1cc2c(cc1Cl)NCNS2(=O)=O,TOX713,0
4608,C[C@]12C[C@H](O)[C@H]3[C@@H](CCC4=CC(=O)CC[C@@]43C)[C@@H]1CC[C@]2(O)C(=O)CO,TOX714,1
4609,Oc1ccc(OCc2ccccc2)cc1,TOX717,1
4610,Oc1ccc(O)cc1,TOX716,1
4611,[Zn+2],TOX1461,0
4612,CC[C@@H]1C=C(C)C[C@H](C)C[C@H](OC)[C@H]2O[C@@](O)(C(=O)C(=O)N3CCCC[C@H]3C(=O)O[C@H](/C(C)=C/[C@@H]3CC[C@@H](Cl)[C@H](OC)C3)[C@H](C)[C@@H](O)CC1=O)[C@H](C)C[C@@H]2OC,TOX26674,1
4614,CC(C)(C)C(O)(CCc1ccc(Cl)cc1)Cn1cncn1,TOX12113,1
4615,O=C(O)c1cccnc1Nc1cccc(C(F)(F)F)c1,TOX3368,1
4616,O=[N+]([O-])/N=C1\NCCN1Cc1ccc(Cl)nc1,TOX12442,0
4617,OC(c1ccccc1)(c1ccccc1)C1CCNCC1,TOX25280,0
4618,O=C(O)CCC(=O)Nc1ccc(S(=O)(=O)Nc2nccs2)cc1,TOX25281,0
4619,C=CCOC(=O)/C=C\C(=O)OCC=C,TOX24752,1
4620,Nc1ccc(S(=O)(=O)NC(=O)c2ccccc2)cc1,TOX25287,0
4622,O=C(Cl)c1cccc(C(=O)Cl)c1,TOX6641,0
4623,O=C(O)c1ccc(O)cc1,TOX6647,0
4624,Cc1ccc(C(C)C)cc1,TOX6645,0
4625,CS(=O)(=O)CCNCc1ccc(-c2ccc3ncnc(Nc4ccc(OCc5cccc(F)c5)c(Cl)c4)c3c2)o1,TOX26675,1
4628,C[C@H]1O[C@@H](O[C@H]2[C@@H](O)C[C@H](O[C@H]3[C@@H](O)C[C@H](O[C@H]4CC[C@]5(C)[C@H]6CC[C@]7(C)[C@@H](C8=CC(=O)OC8)CC[C@]7(O)[C@@H]6CC[C@@H]5C4)O[C@@H]3C)O[C@@H]2C)C[C@H](O)[C@@H]1O,TOX2933,1
4629,COC(C(=O)O)c1ccccc1,TOX829,0
4630,O=C(O)C(Br)Br,TOX3815,1
4631,COc1ccc(C(c2ccc(OC)cc2)C(Cl)(Cl)Cl)cc1,TOX827,1
4632,COc1cccc(O)c1O,TOX826,1
4633,COc1cc2c(cc1N)oc1ccccc12,TOX825,1
4634,CN(Cc1cnc2nc(N)nc(N)c2n1)c1ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)O)cc1,TOX822,1
4635,Cn1cc[nH]c1=S,TOX820,1
4636,CC(=O)Oc1ccccc1C(=O)Nc1ncc([N+](=O)[O-])s1,TOX13757,1
4637,CC(=O)Nc1c(I)cc(I)c(C(=O)O)c1I,TOX2549,0
4638,CCn1cc(C(=O)O)c(=O)c2cc(F)c(N3CCNCC3)cc21,TOX17680,0
4640,CC(C)[C@@H](C)/C=C/[C@@H](C)[C@H]1CC[C@H]2/C(=C/C=C3\C[C@@H](O)CC[C@@H]3C)CCC[C@@]21C,TOX2938,1
4641,CN(C)c1ccc(C2(c3ccc(N(C)C)cc3)OC(=O)c3cc(N(C)C)ccc32)cc1,TOX4866,1
4642,Cc1ccc(OP(=O)(Oc2ccccc2)Oc2ccccc2)cc1,TOX4861,1
4644,CC(C)(OO)c1ccccc1,TOX4869,1
4647,O=C([O-])P(=O)([O-])[O-],TOX3078,1
4648,CC1(C)S[C@@H]2[C@H](NC(=O)[C@H](N)c3ccccc3)C(=O)N2[C@H]1C(=O)O,TOX83,0
4649,CCCCO[AlH3](OCCCC)OCCCC,TOX7518,0
4650,C=CS(=O)(=O)[O-],TOX7513,0
4651,CN(C)CCOCCN(C)C,TOX7512,0
4653,O=C(Oc1cccc2cccnc12)c1ccccc1,TOX26069,1
4654,CC1(C)CC(O)CC(C)(C)N1[O],TOX21280,0
4659,CCCOC(=O)NCCCN(C)C,TOX20295,0
4660,C[C@]12C[C@H](O)[C@H]3[C@@H](C[C@H](F)C4=CC(=O)C=C[C@@]43C)[C@@H]1CC[C@]2(O)C(=O)CO,TOX26067,1
4661,Nc1ccc(C(=O)[O-])c(O)c1,TOX26066,0
4662,C1CCC(SSC2CCCCC2)CC1,TOX27628,0
4663,CCCCCCCCCC(C)C=O,TOX27629,1
4664,CC(=O)c1nccs1,TOX10162,1
4665,C=CCCCCCCCCC(=O)OCCCC,TOX27624,0
4668,CCCCCCCCCCCCCCCC[N+](C)(C)CC,TOX21759,1
4669,C[C@]12C(=O)OC(=O)[C@@]1(C)C1CCC2O1,TOX21752,1
4670,CCNC(=O)C(C)OC(=O)Nc1ccccc1,TOX21756,0
4671,C[C@@H]1OC(=O)C[C@H](O)C[C@H](O)CC[C@@H](O)[C@H](O)C[C@H](O)C[C@]2(O)C[C@H](O)[C@@H](C(=O)O)[C@H](C[C@@H](O[C@@H]3O[C@H](C)[C@@H](O)[C@H](N)[C@@H]3O)C=CC=CC=CC=CC=CC=CC=C[C@H](C)[C@@H](O)[C@H]1C)O2,TOX2601,1
4672,NC(=O)C(=O)NN=Cc1ccc([N+](=O)[O-])o1,TOX26399,1
4673,CC(=O)N/N=C/c1ccc([N+](=O)[O-])o1,TOX26398,1
4676,Cc1ccc(S(=O)(=O)NC(=O)NC2CCCC2)cc1,TOX26395,0
4677,Cc1ccc(S(=O)(=O)NC(=O)NC2CCCCCCC2)cc1,TOX26394,0
4678,NC(=S)N/N=C/c1cccnc1,TOX26392,0
4680,Cc1cc(NS(=O)(=O)c2ccc(N)cc2)nc(C)n1,TOX26390,0
4681,OC1CCCC1,TOX13371,0
4682,CC(=O)OCC(=O)[C@@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3C(=O)C[C@@]21C,TOX2858,1
4685,C[C@]12CC(=O)[C@H]3[C@@H](CCC4=CC(=O)CC[C@@]43C)[C@@H]1CC[C@]2(O)C(=O)CO,TOX2857,1
4688,O=C(O)c1cc(O)c2c(c1)C(=O)c1cccc(O)c1C2=O,TOX6000,1
4689,O=c1nc([O-])n(Cl)c(=O)n1Cl,TOX6178,0
4690,CCCCN(CCCC)c1ccc(C(=O)c2ccccc2C(=O)O)c(O)c1,TOX9762,1
4692,COC(=O)c1ccc(C=O)cc1,TOX5610,0
4693,Cc1ccco1,TOX5611,1
4694,CC(C#N)CCC#N,TOX5612,0
4696,C[C@H]1O[C@@H](O[C@H]2[C@@H](O)C[C@H](O[C@H]3[C@@H](O)C[C@H](O[C@H]4CC[C@]5(C)[C@H]6C[C@@H](O)[C@]7(C)[C@@H](C8=CC(=O)OC8)CC[C@]7(O)[C@@H]6CC[C@@H]5C4)O[C@@H]3C)O[C@@H]2C)C[C@H](O)[C@@H]1O,TOX2934,1
4698,Cc1c[nH]cn1,TOX5617,0
4700,Cn1c(=O)c2c(ncn2C)n(C)c1=O.O=C(O)CC(O)(CC(=O)O)C(=O)O,TOX26938,0
4703,Cn1c([N+](=O)[O-])cnc1COC(N)=O,TOX25400,0
4704,OC(c1ccc(F)cc1)(c1cncnc1)c1ccccc1Cl,TOX22220,1
4705,c1cc(OCC2CO2)ccc1Cc1ccc(OCC2CO2)cc1,TOX24872,1
4706,Oc1ccccc1[Hg]Cl,TOX22224,1
4707,C[C@@H]1O[C@@H]1P(=O)([O-])[O-],TOX25873,1
4708,COc1c(N2CCNC(C)C2)c(F)cc2c(=O)c(C(=O)O)cn(C3CC3)c12,TOX25704,1
4709,COC(=O)c1cncn1C(C)c1ccccc1,TOX25707,0
4710,COc1cc(NCCCC(C)N)c2ncccc2c1,TOX25706,1
4711,N[C@H]1[C@@H]2CN(c3nc4c(cc3F)c(=O)c(C(=O)O)cn4-c3ccc(F)cc3F)C[C@H]12,TOX25701,1
4712,c1ccc(-c2nc[nH]c2-c2ccccc2)cc1,TOX25700,1
4717,CN1CCN(c2c(F)cc3c(=O)c(C(=O)O)cn4c3c2SCC4)CC1,TOX25709,0
4720,C=C1C(=O)O[C@H]2[C@H]1CCC(C)=CCC[C@@]1(C)O[C@@H]21,TOX20579,1
4723,CCCN(CCC)c1c([N+](=O)[O-])cc(C(F)(F)F)c(N)c1[N+](=O)[O-],TOX14210,1
4724,COc1cccc2c1[C@@H]1CN(CCCCn3c(=O)[nH]c4c(sc5ncc(-c6ccccc6)nc54)c3=O)C[C@@H]1CO2,TOX28939,1
4725,C[C@@H]1C[C@H]2C3C[C@H](F)C4=CC(=O)C=CC4(C)[C@@]3(F)[C@@H](O)CC2(C)[C@@]1(O)C(=O)COC(=O)C(C)(C)C,TOX28931,1
4727,CC(C)C(=O)c1c(C(C)C)nn2ccccc12,TOX28933,0
