,smiles,toxic
3771,CCCCN(CCCC)CCCCCCN(CCCC)CCCC,0
934,CCCCCCCC/C=C\CCCCCCCC(N)=O,1
4933,Cc1cc(C(C)(C)c2cc(C)c(O)c(C)c2)cc(C)c1O,1
3374,CNC[C@H](O)[C@@H](O)[C@@H](O)[C@H](O)CO.Cc1c(Nc2ncccc2C(=O)O)cccc1C(F)(F)F,1
1725,Nc1ccn([C@@H]2O[C@H](CO)[C@@H](O)[C@@H]2O)c(=O)n1,1
1845,CCCCCCCCCCCCCN1CC(C)OC(C)C1,0
2016,CCCCOC(=O)c1ccc(O)cc1,1
821,CCCCCCCCCCCC[N+](C)(C)CCOc1ccccc1,1
3664,C#C[C@]1(OC(C)=O)CC[C@H]2[C@@H]3CCC4=C[C@@H](OC(C)=O)CC[C@@H]4[C@H]3CC[C@@]21C,1
3010,CC(=O)OC1CCCCC1C(C)(C)C,0
3677,O=C(O)c1cc(/N=N/c2ccc([N+](=O)[O-])cc2)ccc1O,1
5140,Cc1cccc(Nc2ccccc2)c1,1
5235,CCCCCCCCCCCCCCC,0
2200,CN(C)N=O,0
3036,CCCCC(CC)COP(=O)(OCC(CC)CCCC)OCC(CC)CCCC,1
2731,CC(=O)CCC(=O)[O-].CC(=O)CCC(=O)[O-],1
672,O=C1Nc2cc(Cl)ccc2Oc2ccccc21,1
1660,O=[N+]([O-])c1ccc(O)c2ncccc12,1
2064,CN(C)C(=S)SSC(=S)N(C)C,1
3249,COc1cc(C(=O)OC(COCCC(C)C)CN2CCOCC2)cc(OC)c1OC,0
2434,NS(=O)(=O)c1cc2c(cc1C(F)(F)F)NC(Cc1ccccc1)NS2(=O)=O,0
2217,N=C(N)NCCC[C@H](NC(=O)[C@@H]1CCCN1C(=O)[C@@H]1CSSC[C@H](N)C(=O)N[C@@H](Cc2ccc(O)cc2)C(=O)N[C@@H](Cc2ccccc2)C(=O)N[C@@H](CCC(N)=O)C(=O)N[C@@H](CC(N)=O)C(=O)N1)C(=O)NCC(N)=O,1
630,[N-]=[N+]=CC(=O)OC[C@H](N)C(=O)O,1
2714,C=C1C[C@@H]2[C@H](CC[C@]3(C)C(=O)CC[C@@H]23)[C@@]2(C)C=CC(=O)C=C12,1
3286,CCCCC/C=C\C/C=C\CCCCCCCC(=O)OC,1
2071,CS(=O)(=O)c1ccc([C@@H](O)[C@@H](CO)NC(=O)C(Cl)Cl)cc1,0
3824,CC(=O)NCCO,1
2682,NNC(=O)c1ccncc1,1
3818,CC(C)(C)c1ccc(CCOc2ncnc3ccccc23)cc1,0
4162,OCCOCCOCCOCCO,1
1945,Oc1ccc(C2(c3ccc(O)cc3)CCCCC2)cc1,1
612,CC[N+]1(CC)CCC(=C(c2ccccc2)c2ccccc2)C1C,0
573,Cc1ncsc1CCCl,0
3636,CC(=O)SC[C@@H](C)C(=O)N1CCC[C@H]1C(=O)N[C@@H](Cc1ccccc1)C(=O)O,0
1289,C=CC(=O)OCCCCCCOC(=O)C=C,1
2051,CC(C)(C)CC(C)(C)c1ccc(OCCO)cc1,1
2005,O=c1c(-c2ccc(O)cc2)coc2cc(O)cc(O)c12,1
4570,CCCCS(=O)(=O)Cl,0
185,COP(=O)(OC)SCn1c(=O)oc2cc(Cl)cnc21,1
95,ONc1ccccc1,1
588,CC/C(=C(/CC)c1ccc(OP(=O)(O)O)cc1)c1ccc(OP(=O)(O)O)cc1,1
64,C/C=C/C=C/C=O,1
2230,ClCC(Cl)(Cl)Cl,0
4140,C=C(C)C(=O)O[C@@H]1C[C@H]2CC[C@]1(C)C2(C)C,0
4828,C[N+](C)(C)CCOC(=O)C(O)(c1ccccc1)c1ccccc1,0
5125,O=C1CN=C(c2ccccc2)c2cc(Cl)ccc2N1CC1CC1,1
1255,COC(=O)Nc1ccc(Cl)c(Cl)c1,1
356,CC(C)(C)OC(=O)N1C[C@@H](F)C[C@H]1C(=O)O,0
3188,CC(=O)Oc1ccccc1C(=O)O,0
2098,CC=C1CC2C=CC1C2,0
3261,Oc1ccc(Cl)c(Cl)c1,1
2532,CCCCCCn1cc[n+](C)c1.O=S(=O)([O-])C(F)(F)F,1
1589,CC1CCC(=O)C1=O,0
3118,CC(=O)c1nccs1,1
1623,CC(C)N(C(=O)COc1nnc(C(F)(F)F)s1)c1ccc(F)cc1,1
2000,CCn1cc(C(=O)O)c(=O)c2cnc(N3CCNCC3)nc21,0
906,O=Cc1ccccc1[N+](=O)[O-],1
4013,CC1(C)C2CC[C@]3(C)[C@H](C(=O)C=C4[C@@H]5C[C@@](C)(C(=O)O)CC[C@]5(C)CC[C@]43C)[C@@]2(C)CC[C@@H]1O[C@H]1O[C@H](C(=O)[O-])[C@@H](O)[C@H](O)[C@H]1O[C@@H]1O[C@H](C(=O)O)[C@@H](O)[C@H](O)[C@H]1O,1
2577,C[N+](C)(C)CC[N+]1(C)Cc2c(Cl)c(Cl)c(Cl)c(Cl)c2C1,1
3984,C/C(=C\C(C)CC(C)CC(C)C)C1CC(=O)OC1=O,1
2609,CO[C@H]1[C@@H](O)[C@H](N)[C@@H](O[C@H]2O[C@H]([C@H](C)N)CC[C@H]2N)[C@H](O)[C@@H]1N(C)C(=O)CN,1
646,NCCNC(=O)c1ccc(Cl)cn1,0
1438,CC(C)C(C(=O)OC(C#N)c1cccc(Oc2ccccc2)c1)c1ccc(Cl)cc1,1
3989,CC(C)Oc1ccccc1O,0
2131,CC[Hg]Sc1ccccc1C(=O)[O-],1
771,CC1=NN(c2ccc(S(=O)(=O)O)cc2)C(=O)C1,0
1538,CCCCC(CC)COC(=O)/C=C/c1ccc(OC)cc1,0
4432,O=P1(N(CCCl)CCCl)NCCCO1,1
4086,CCCN(C1CCN(C(=O)C2CCNCC2)CC1)[C@@H]1CCc2ccc(OC)cc2C1,1
1446,CN(C)C(=O)Nc1cccc(C(F)(F)F)c1,0
1083,CCCCCC(CC)OC(=O)CCCOc1ccc(Cl)cc1Cl,0
3501,NCc1cccc(C2CCN(C(=O)c3ccc(C#Cc4ccccc4F)o3)CC2)c1,1
17,Oc1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl,1
2456,O=C(c1ccc(O)cc1)c1ccc(O)cc1,1
2112,CCOC(=O)CC(=O)c1cc(F)c(Cl)nc1Cl,0
3216,O=C(NNCNNC(=O)c1ccncc1)c1ccncc1,1
5198,O=C(O)Cc1cn(-c2ccccc2)nc1-c1ccc(Cl)cc1,1
2853,CCCO[Si](OCCC)(OCCC)OCCC,0
4850,O=C(O)CCC(=O)O.c1ccc(C2(c3ccccc3)CC2C2=NCCN2)cc1,1
1440,[Fe+3],0
3211,CC(C)(C)C(=O)Oc1ccc(S(=O)(=O)Nc2ccccc2C(=O)NCC(=O)[O-])cc1,1
3137,Cc1ccco1,1
2492,Oc1ccc2c(c1)-c1ccccc1C2,1
1793,CCCCCCCC/C=C\CCCCCCCC(=O)NCc1ccc(O)c(OC)c1,1
2462,Cc1ccc(Cl)c(Nc2ccccc2C(=O)[O-])c1Cl,1
537,CCc1ccc(C(c2ccc(CC)cc2)C(Cl)Cl)cc1,1
1140,COc1ccccc1NC(=O)c1cc2ccccc2cc1O,1
5088,CC1(C)C(=O)NC(=O)NC1=O,0
277,O=C1CC[C@@H](C(=O)O)N1,0
3146,C[C@@H]1O[C@@H]1P(=O)([O-])[O-],1
2067,c1ccc2[nH]c(-c3cscn3)nc2c1,1
1166,CC(C)CCCCCCCOC(=O)c1ccccc1C(=O)OCCCCCCCC(C)C,0
3856,COc1ccc(COC(C)=O)cc1,0
2668,CON(C)C(=O)Nc1ccc(Br)c(Cl)c1,1
3400,O=C(O)C(=O)Cc1c[nH]c2ccccc12,1
3950,Nc1ccc(-c2ccc(F)cc2)cc1,1
4730,C=CC(C)(CCC=C(C)C)OC(C)=O,0
4896,O=C(O)c1nn(Cc2ccc(Cl)cc2Cl)c2ccccc12,1
1757,COC(=O)C(C)N(C(=O)Cc1ccccc1)c1c(C)cccc1C,1
3919,CNC(=O)ON=C(SC)C(=O)N(C)C,1
4748,CCCCCc1cc(O)c2c(c1)OC(C)(C)[C@@H]1CCC(C)=C[C@@H]21,1
2638,Cc1ccc(/C(=C\CN2CCCC2)c2ccccn2)cc1,0
5250,O=C(c1ccccc1)c1ccccc1O,1
960,CSc1ccc(/C=C2/C(C)=C(CC(=O)O)c3cc(F)ccc32)cc1,1
2675,CCCC(C)(COC(N)=O)COC(=O)NC(C)C,0
4993,COc1ccc2cc([C@H](C)C(=O)[O-])ccc2c1,0
897,CC(=O)[C@H]1CC[C@H]2[C@@H]3C=CC4=CC(=O)CC[C@@]4(C)[C@@H]3CC[C@]12C,1
1823,COc1cc(C=O)ccc1O,0
4237,CN1CCN(c2c(F)cc3c(=O)c(C(=O)O)cn4c3c2OCN4C)CC1,1
4019,OC[C@@H](O)[C@H]1O[C@@H]2O[C@H](C(Cl)(Cl)Cl)O[C@@H]2[C@H]1O,0
4911,CN(C/C=C/c1ccccc1)Cc1cccc2ccccc12,0
3451,Nc1nc(-c2ccc([N+](=O)[O-])cc2)cs1,1
97,CCCCC(CC)CCC(CC(C)C)OS(=O)(=O)[O-],0
2117,Brc1cc(Oc2cc(Br)c(Br)c(Br)c2Br)c(Br)c(Br)c1Br,0
4743,CCCCCCCCCCOC(C)=O,1
4252,CC(C)OC(=O)C(C(=O)OC(C)C)=C1SC=CS1,1
5164,COP(=S)(OC)Oc1nc(Cl)c(Cl)cc1Cl,1
4265,CCCCCC(=O)CC,0
955,Nc1ccc(N)c2c1C(=O)c1ccccc1C2=O,1
4165,OCCN1CCN(CCO)CC1,0
2763,O=C([O-])c1cc(O)c2c3nc4ccccc4oc-3cc(=O)c2n1,1
696,OC(CCl)CCl,0
35,O=C(Nc1ccc2c(O)c(N=Nc3ccc(N=Nc4ccc(S(=O)(=O)[O-])cc4)cc3)c(S(=O)(=O)[O-])cc2c1)c1ccccc1,1
5109,C[C@@H](CO)NC(=O)[C@@H]1C=C2c3cccc4[nH]cc(c34)C[C@H]2N(C)C1,1
65,O=[N+]([O-])c1cc(C(F)(F)F)cc([N+](=O)[O-])c1Cl,1
4260,OCCCBr,0
482,CCCCCCCC(=O)OCC(O)CO,0
2050,Cc1ccc([N+](=O)[O-])cc1S(=O)(=O)O,0
1222,O=S(=O)(O)CCCN1CCOCC1,0
2,O=S(=O)(Cl)c1ccccc1,0
4123,CCCCc1ccc2[nH]c(NC(=O)OC)nc2c1,1
175,O=C(O)Cc1ccc(CCNS(=O)(=O)c2ccc(Cl)cc2)cc1,1
1464,COc1cc([C@@H]2c3cc4c(cc3C(O[C@@H]3O[C@@H]5COC(c6cccs6)O[C@H]5[C@H](O)[C@H]3O)C3COC(=O)[C@@H]32)OCO4)cc(OC)c1O,1
4827,Nc1ccc(C(=O)Nc2ccccc2N)cc1,1
2309,CC(=O)O[C@@H]1CC2CCC1(C)C2(C)C,0
669,C1=CCC(c2ccccc2)CC1,0
1135,CCNc1cccc(C)c1,0
2321,O=C(O)C=Cc1ccc(C=CC(=O)O)cc1,0
5185,CCCCCCCCCC,1
1904,CC1(C)CNC(=NN=C(/C=C/c2ccc(C(F)(F)F)cc2)/C=C/c2ccc(C(F)(F)F)cc2)NC1,1
1642,CCCCCCCCCC(C)=O,0
620,NCCOS(=O)(=O)O,0
1646,COc1cc(NS(=O)(=O)c2ccc(N)cc2)nc(C)n1,0
2801,CCCCCCCC(=O)CC[C@H]1[C@H](O)C[C@H](O)[C@@H]1C/C=C\CCCC(=O)OC(C)C,1
2028,C/C=C/C=C/CCCCCCCO,1
3007,Cc1cc(C)c(NC(=O)CN(CC(=O)O)CC(=O)O)c(C)c1Br,0
943,Cc1ccc(O)c(C)c1,0
3151,c1ccc(-c2nc[nH]c2-c2ccccc2)cc1,1
2671,N#CCCl,1
929,COc1ccc2c(C(=O)c3ccc(Cl)cc3)c(C)n(CC(=O)O)c2c1,1
3860,CCCCCCCCCc1ccc(O)cc1,1
484,C=CCN(CC=C)C(=O)C(Cl)Cl,0
4268,CCOC(OCC)OCC,0
5063,CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@H](O)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@H](N(C)C)[C@H]2O)[C@](C)(O)C[C@@H](C)C(=O)[C@H](C)[C@@H](O)[C@]1(C)O,1
779,C=CCc1ccc2c(c1)OCO2,0
4904,Cc1ccc(O)c([C@H](CCN(C(C)C)C(C)C)c2ccccc2)c1,1
2205,Nc1cc(Cl)cc(C(=O)O)c1Cl,0
586,C/C=C(\C)C(=O)OC/C=C(\C)CCC=C(C)C,0
4500,Cc1cccc(C)c1NC(=O)CN1CCCC1=O,0
2813,Nc1nc(N)nc(-c2ccccc2)n1,1
1873,c1ccc([Hg]c2ccccc2)cc1,1
1609,C[C@]12CC[C@H]3[C@@H](CCC4=CC(=O)CC[C@@]43C)[C@@H]1CC[C@]2(O)C(=O)CO,1
4496,Nc1ccc(C(=O)NCC(=O)O)cc1,0
3310,CCC(=O)OC/C=C/c1ccccc1,1
3601,CNC(=O)Oc1ccccc1C(C)C,0
3609,O=C1CCCCCCCCCCCCCC1,1
3026,O=C(O)c1cc(-c2ccccc2)nc2ccccc12,1
898,Cn1c(=O)c2c(ncn2CC(O)CO)n(C)c1=O,0
3452,O=C(NN1CCCC1)NS(=O)(=O)c1ccc(Cl)cc1,0
1537,COS(=O)(=O)[O-],0
1488,Nc1cccc([N+](=O)[O-])c1,0
4507,Nc1nnnn1-c1ccccc1,0
1850,CCCC[N+]1(C)CCCCC1,0
1292,CCCCCCc1ccc(-c2ccc(C#N)cc2)cc1,1
2637,Cc1c(C)c2c(c(C)c1O)CCC(C)(COc1ccc(CC3SC(=O)NC3=O)cc1)O2,1
1586,CCCC[n+]1ccc(C)cc1,1
3561,OC[C@H]1O[C@](O)(CO)[C@@H](O)[C@@H]1O[C@@H]1O[C@H](CO)[C@H](O)[C@H](O)[C@H]1O,0
3263,Oc1cccc(Cl)c1Cl,1
1627,COC(=O)CSc1cc(/N=c2\sc(=O)n3n2CCCC3)c(F)cc1Cl,0
1190,C=C(C)C1CC=C(C)C(=O)C1,0
201,CN(C)CCCN1c2ccccc2Sc2ccc(Cl)cc21,1
85,COCC(C)O,1
3381,BrC(Br)C(Br)(Br)Br,1
3786,CC(C)CCOCc1ccccc1,0
4414,Cc1ccc2oc(CN(Cc3ccccc3)C(=O)Nc3c(F)cc(F)cc3F)c(-c3ccc(Cl)cc3)c2c1,1
3695,COc1ccccc1OC(=O)Oc1ccccc1OC,0
4924,CCCC[N+]1(C)CCCC1.F[B-](F)(F)F,0
4289,C=C1C2CCC(C2)C1(C)C,0
1194,COc1cc(CCC(C)=O)ccc1O,0
4422,NC(Cc1ccc(F)cc1)C(=O)O,0
5038,Cl[Sn](Cl)(Cl)Cl,0
606,O=C1CCCCCCCCCCCN1,0
1635,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,0
212,CCCCC[C@H](O)/C=C/[C@H]1[C@H](O)C[C@H](O)[C@@H]1C/C=C\CCCC(=O)O,1
643,O=[N+]([O-])c1cccc(Cl)c1Cl,0
3051,C[N+]1(CC2COC(c3ccccc3)(c3ccccc3)O2)CCCCC1,0
1068,COP(N)(=S)Oc1ccccc1C(=O)OC(C)C,1
3405,CC(C)CCCCCCCCCCCCCCC(=O)O,1
2835,CC(O)C(=O)O.CCOc1ccc2nc3cc(N)ccc3c(N)c2c1,1
4057,COc1cc(C(=S)N2CCOCC2)cc(OC)c1OC,0
1253,COc1cc(NS(=O)(=O)c2ccc(N)cc2)ncn1,0
3719,OC[C@H]1O[C@H](O[C@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@H](O)[C@@H](O)[C@@H]1O,0
3077,Oc1ccc(OCc2ccccc2)cc1,1
5195,CCCC(C)C(O)CC,0
3933,NS(=O)(=O)c1cc(C(=O)O)cc(N2CCCC2)c1Oc1ccccc1,1
3974,O=C1C=CC(=O)N1c1ccc(Cc2ccc(N3C(=O)C=CC3=O)cc2)cc1,1
4360,CN(C)c1ccc(/C=C/c2ccc([N+](=O)[O-])cc2)cc1,1
5099,N#CC(C#N)=Cc1ccc(O)c(O)c1,1
1977,Cc1cc(C)cc([N+](=O)[O-])c1,0
3041,NC(=O)C(Cl)Cl,0
2130,CCCCCOc1ccccc1/C(=C\SC)n1ccnc1,1
1237,CCN1CCC[C@H]1CNC(=O)c1c(O)c(Cl)cc(Cl)c1OC,0
2087,COc1cc(C)nc(-n2nc(C)cc2OC)n1,1
745,NC(=O)NC(N)=O,0
1595,CCC(=O)OCc1ccc(OC)cc1,0
388,CCc1ccc(O)c(OC)c1,0
197,Nc1cnn([C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O)c(=O)n1,1
1703,CC/C=C/CCO,0
151,O=C1c2c(O)ccc([N+](=O)[O-])c2C(=O)c2c([N+](=O)[O-])ccc(O)c21,1
4986,c1ccc2c(c1)ccc1c3ccccc3ccc21,1
4049,Clc1ccc(C(c2ccc(Cl)cc2)C(Cl)(Cl)Cl)cc1,1
2307,Cc1cc(C(C)(C)C)c(O)c(C)c1Cn1c(=O)n(Cc2c(C)cc(C(C)(C)C)c(O)c2C)c(=O)n(Cc2c(C)cc(C(C)(C)C)c(O)c2C)c1=O,1
4964,ClC1C(Cl)C(Cl)C(Cl)C(Cl)C1Cl,1
5219,COC(=O)c1ccccc1C(=O)O,0
5168,COc1cc2nc(N(C)CCCNC(=O)C3CCCO3)nc(N)c2cc1OC,1
4180,Nc1cccc(N)n1,1
362,C[C@]12C[C@H](O)[C@@]3(F)[C@@H](CCC4=CC(=O)CC[C@@]43C)[C@@H]1CC[C@]2(O)C(=O)CO,1
5252,O=C(Oc1ccccc1)c1ccc(O)cc1,1
115,CCCCCCCCCOS(=O)(=O)[O-],1
4076,Brc1ccccc1,0
1352,CC(C)OC(=O)CCC(=O)OC(C)C,0
589,O=C(C=Cc1ccccc1)OCCCc1ccccc1,1
4611,CCc1ccccc1O,0
3629,CCN(CC)CCCl,1
5024,CC/C=C\CCOC(=O)c1ccccc1,0
1273,CCCCc1ccccc1,0
1569,CC(C)(c1ccc(OCC2CO2)cc1)c1ccc(OCC2CO2)cc1,1
938,CCC(C)(C)c1ccc(O)cc1,1
1137,CNc1ccccc1,0
2880,NC[C@@H]1O[C@H](O[C@@H]2[C@@H](CO)O[C@@H](O[C@@H]3[C@@H](O)[C@H](N)C[C@H](N)[C@H]3O[C@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3N)[C@@H]2O)[C@H](N)[C@@H](O)[C@@H]1O,1
689,O=[N+]([O-])c1ccc(Cl)c(Cl)c1Cl,1
1794,CCC1(c2ccc(N)cc2)CCC(=O)NC1=O,1
917,CC(C)(C)c1nnc(NS(=O)(=O)c2ccccc2)s1,1
4279,CCCCCCCCSCC,0
1335,CCN(CC)C(=O)C(Cl)=C(C)OP(=O)(OC)OC,0
320,CCCCC/C=C\C/C=C\CCCCCCCC(=O)NC(C)c1ccccc1,1
2203,C[C@H](CCC(=O)O)[C@H]1CC[C@H]2[C@H]3[C@H](CC[C@@]21C)[C@@]1(C)CC[C@@H](O)C[C@H]1C[C@H]3O,1
1408,Cc1cc(C)c(/N=N/c2c(O)c(S(=O)(=O)[O-])cc3cc(S(=O)(=O)[O-])ccc23)cc1C,0
3803,CC(=O)OCC=C(C)C,0
823,O=CNNC=O,0
443,N=C(N)NN,1
3445,Nc1ccc2c(c1)C(=O)c1ccccc1C2=O,1
313,CCCCOCCOCCOCCO,1
4982,CC(C)NCC(O)COc1ccc(COCCOC(C)C)cc1.CC(C)NCC(O)COc1ccc(COCCOC(C)C)cc1,0
455,O=Cc1ccccc1,0
492,CC[Sn](Br)(CC)CC,1
5222,CCOC(=O)c1cn2nc(OP(=S)(OCC)OCC)cc2nc1C,1
128,Cc1ccc2c(Br)cc(Br)c(O)c2n1,1
4224,Oc1cccc(O)c1O,1
121,C=CC(=O)OCCOC(=O)C=C,1
837,COC(=O)c1ccc(O)cc1,0
1111,CCCCCCC(CO)CCCC,0
2541,CCCN(CCC)CCc1cccc2c1CC(=O)N2,0
32,CC(=O)CCC(C)=O,0
4646,c1ccc([C@H]2CN3CCSC3=N2)cc1,1
2110,CC(C)=CC(C)(C)C,0
1836,CC(C)(C)c1ccc(O)cc1,1
456,C=CCCC,0
255,COC(=O)CCC(=O)O,0
4590,CCOC(=O)Cl,0
3095,COc1ccc(C(c2ccc(OC)cc2)C(Cl)(Cl)Cl)cc1,1
2032,CCCCn1cc[n+](C)c1,0
4403,O=C([O-])c1cc(Oc2ccc(C(F)(F)F)cc2Cl)ccc1[N+](=O)[O-],1
11,C#CCO,0
4661,CCCCOC(=O)C(=O)OCCCC,0
3521,Nc1cc(N2CCCCC2)nc(N)[n+]1[O-],0
3628,O=C([O-])c1[nH]n(-c2ccc(S(=O)(=O)[O-])cc2)c(=O)c1/N=N/c1ccc(S(=O)(=O)[O-])cc1,0
3898,Nc1ncn([C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O)c(=O)n1,1
41,Nc1ccc(N)c([N+](=O)[O-])c1,1
366,CCCCC(CC)COC(=O)Cl,0
1313,CC(C(=O)O)c1ccc(CC2CCCC2=O)cc1,0
3116,C1CCC(SSC2CCCCC2)CC1,0
1755,CC[n+]1ccccc1,1
3817,COP(=O)(OC)OC,0
3972,CCCCCCCC/C=C\CCCCCCCCOCCO,1
3665,CCc1cccc2c3c([nH]c12)C(CC)(CC(=O)O)OCC3,1
382,COCCOc1cc2cc(C(=O)NC3CCN(C(C)C)CC3)n(CC(=O)Nc3ccc(Cl)cn3)c2cn1,1
4410,C=CCCC(=O)/C=C/C1C(C)=CCCC1(C)C,1
2507,Cc1c([N+](=O)[O-])c(C)c([N+](=O)[O-])c(C(C)(C)C)c1[N+](=O)[O-],1
2339,COC(=O)[C@]12CCC(C)(C)C[C@H]1[C@H]1C(=O)C=C3[C@@](C)(CC[C@H]4C(C)(C)C(=O)C(C#N)=C[C@]34C)[C@]1(C)CC2,1
1241,CCCCCCCCCCCCC1CO1,0
3865,Cc1c(N=C=O)cccc1N=C=O,0
4097,CON=C(C(=O)N[C@@H]1C(=O)N2C(C(=O)O)=C(COC(N)=O)CS[C@H]12)c1ccco1,1
1214,COC(=O)CC#N,0
4301,CC(=O)OC(OC(C)=O)c1ccc([N+](=O)[O-])o1,1
5258,FC(F)OC(F)(F)C(F)Cl,0
2409,CC(COc1ccc(Oc2ccccc2)cc1)Oc1ccccn1,1
225,C=C[C@H]1CN2CC[C@H]1C[C@H]2[C@H](O)c1ccnc2ccc(OC)cc12.C=C[C@H]1CN2CC[C@H]1C[C@H]2[C@H](O)c1ccnc2ccc(OC)cc12,1
1610,COc1cc([C@@H]2c3cc4c(cc3[C@H](O)[C@H]3COC(=O)[C@H]23)OCO4)cc(OC)c1OC,1
421,Cc1ccc(C(=O)C(C)CN2CCCCC2)cc1,1
2195,CCCCOCCCC,0
5202,C=C/C(C)=C/C/C=C(\C)CCC=C(C)C,1
1519,CC1(C)CCC(Cc2ccc(Cl)cc2)C1(O)Cn1cncn1,1
1869,CC(=O)OCC(=O)[C@@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)C3=CC[C@@]21C,1
2987,Cc1cc(OCCOCC[N+](C)(C)Cc2ccccc2)ccc1C(C)(C)CC(C)(C)C,1
2720,CNC(=O)Oc1cccc(N=CN(C)C)c1,1
2474,Nc1ncnc2c1ncn2[C@H]1CC[C@@H](CO)O1,0
4441,COC(=O)C1=C(C)NC(C)=C(C(=O)OC(C)(C)CN(C)CCC(c2ccccc2)c2ccccc2)C1c1cccc([N+](=O)[O-])c1,1
2248,COC(=O)c1cc(Cl)ccc1[N+](=O)[O-],0
931,CO[C@@]12[C@H](COC(N)=O)C3=C(C(=O)C(C)=C(N)C3=O)N1C[C@@H]1N[C@@H]12,1
4816,C[C@@H](/C=C/[C@@H](C)[C@H]1CC[C@H]2/C(=C/C=C3C[C@@H](O)C[C@H](O)C3)CCC[C@@]21C)C(C)(C)O,1
665,CCCCCCCCCCCCCCCCCC(=O)OCC(CC)CCCC,0
2854,CCCCCCCCCCCC[n+]1ccc2ccccc2c1,1
236,NS(=O)(=O)c1ccc(C(=O)O)cc1,0
2980,Nc1cccc2c(O)nnc(O)c12,0
259,c1ccc2cnncc2c1,0
1148,CCCCCCCCCCCC(=O)OCC(O)CO,0
1774,C=C(C)C(=O)OCCOCCOCCOC(=O)C(=C)C,0
1616,O=[N+]([O-])c1cccc2ccccc12,1
4586,CC(=O)OC(C)OC(C)=O,0
119,Cc1ccc([N+](=O)[O-])c([N+](=O)[O-])c1,1
4801,COP(=S)(OC)Oc1c(Cl)cc(C)cc1Cl,1
733,CC(=O)O[Si](C)(OC(C)=O)OC(C)=O,1
91,COc1ccccc1OCCNCC(O)COc1cccc2[nH]c3ccccc3c12,1
1011,CC1(C)[C@@H](O)CC[C@@]2(C)[C@H]1CC[C@]1(C)[C@@H]2C(=O)C=C2[C@@H]3C[C@@](C)(C(=O)O)CC[C@]3(C)CC[C@]21C,1
4195,O=C(O)COc1cc(Cl)c(Cl)cc1Cl,1
4040,CCOC(=O)C1=C(COCCN)NC(C)=C(C(=O)OC)C1c1ccccc1Cl.O=S(=O)(O)c1ccccc1,1
649,O=C(Nc1ccc(Oc2ccc(Cl)cc2)c(Cl)c1)c1cc(I)cc(I)c1O,1
3558,O=S(=O)(O)c1ccccc1,0
2284,CC12CC1(C)C(=O)N(c1cc(Cl)cc(Cl)c1)C2=O,0
1618,S=C([S-])NCCNC(=S)[S-],1
1106,O=c1cc[nH]c(=O)[nH]1,0
306,Cc1cc(O)c2c(O)c3c(O)cccc3cc2c1,1
1807,c1ccc([Bi](c2ccccc2)c2ccccc2)cc1,1
3136,COC(=O)c1ccc(C=O)cc1,0
2900,O=C(O)Cc1sc(-c2ccccc2)nc1-c1ccc(Cl)cc1,1
478,NC(=O)OC[C@@H]1[C@H](NC(=O)/C(=N\OCC(=O)[O-])c2csc(N)n2)C(=O)N1S(=O)(=O)[O-],1
4554,CC(=O)OCc1ccc2c(c1)OCO2,0
1629,CO/N=C(/C(=O)OC)c1ccccc1COc1ccccc1C,1
2655,Cc1cc(O)c(C(C)(C)C)cc1C(C)(C)C,1
1028,CN1C(=O)CN=C(c2ccccc2)c2cc(Cl)ccc21,1
2427,Nc1c(S(=O)(=O)O)cc(Br)c2c1C(=O)c1ccccc1C2=O,1
1691,BrC(Br)Br,0
536,O=C(O)C1(C(=O)Nc2ccc(Cl)cc2Cl)CC1,1
5065,c1cc(-c2ccncc2)ccn1,0
3178,CCO[Si](CCCS)(OCC)OCC,0
611,CC(C)(C)c1ccc(C=O)cc1,0
2418,Nc1ccc2cc3ccc(N)cc3nc2c1,1
2612,C[C@]12CC[C@@H]3c4ccc(O)cc4CC[C@H]3[C@@H]1CC[C@@H]2OC(=O)CCC1CCCC1,1
2388,Cc1c(C(N)=O)cc([N+](=O)[O-])cc1[N+](=O)[O-],0
4089,CO[C@H]1C[C@@H]2CC[C@@H](C)[C@@](O)(O2)C(=O)C(=O)N2CCCC[C@H]2C(=O)O[C@H]([C@H](C)C[C@@H]2CC[C@@H](OCCO)[C@H](OC)C2)CC(=O)[C@H](C)C=C(C)[C@@H](O)[C@@H](OC)C(=O)[C@H](C)C[C@H](C)C=CC=CC=C1C,1
1357,OC[C@H](O)[C@H](O)CO,0
2623,C=C(C)C(=O)OCC1CCCO1,0
1659,O=C(CCN1CCC(c2ccccc2)C1)c1ccc2c(c1)OCCO2,1
